year,county_full,amount,name,state,lat,lon,change
2012,"ADA COUNTY, ID",3517,Ada County,ID,43.451477,-116.244376,1954
2013,"ADA COUNTY, ID",5359,Ada County,ID,43.451477,-116.244376,1842
2014,"ADA COUNTY, ID",8115.5,Ada County,ID,43.451477,-116.244376,2756.5
2015,"ADA COUNTY, ID",8259,Ada County,ID,43.451477,-116.244376,143.5
2016,"ADA COUNTY, ID",6489,Ada County,ID,43.451477,-116.244376,-1770
2017,"ADA COUNTY, ID",765,Ada County,ID,43.451477,-116.244376,-5724
2018,"ADA COUNTY, ID",10900.25,Ada County,ID,43.451477,-116.244376,10135.25
2019,"ADA COUNTY, ID",4303,Ada County,ID,43.451477,-116.244376,-6597.25
2020,"ADA COUNTY, ID",8115.5,Ada County,ID,43.451477,-116.244376,3812.5
2021,"ADA COUNTY, ID",6959,Ada County,ID,43.451477,-116.244376,-1156.5
2022,"ADA COUNTY, ID",2960,Ada County,ID,43.451477,-116.244376,-3999
2010,"ADAIR COUNTY, IA",0,Adair County,IA,41.328528,-94.478164,NA
2011,"ADAIR COUNTY, IA",0,Adair County,IA,41.328528,-94.478164,0
2012,"ADAIR COUNTY, IA",92,Adair County,IA,41.328528,-94.478164,92
2013,"ADAIR COUNTY, IA",226,Adair County,IA,41.328528,-94.478164,134
2014,"ADAIR COUNTY, IA",228,Adair County,IA,41.328528,-94.478164,2
2015,"ADAIR COUNTY, IA",299,Adair County,IA,41.328528,-94.478164,71
2016,"ADAIR COUNTY, IA",80,Adair County,IA,41.328528,-94.478164,-219
2017,"ADAIR COUNTY, IA",0,Adair County,IA,41.328528,-94.478164,-80
2018,"ADAIR COUNTY, IA",0,Adair County,IA,41.328528,-94.478164,0
2019,"ADAIR COUNTY, IA",0,Adair County,IA,41.328528,-94.478164,0
2020,"ADAIR COUNTY, IA",0,Adair County,IA,41.328528,-94.478164,0
2021,"ADAIR COUNTY, IA",0,Adair County,IA,41.328528,-94.478164,0
2022,"ADAIR COUNTY, IA",0,Adair County,IA,41.328528,-94.478164,0
2010,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,NA
2011,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2012,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2013,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2014,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2015,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2016,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2017,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2018,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2019,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2020,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2021,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2022,"ADAIR COUNTY, KY",0,Adair County,KY,37.105559,-85.28138,0
2010,"ADAIR COUNTY, MO",0,Adair County,MO,40.190666,-92.603592,NA
2011,"ADAIR COUNTY, MO",0,Adair County,MO,40.190666,-92.603592,0
2012,"ADAIR COUNTY, MO",110,Adair County,MO,40.190666,-92.603592,110
2013,"ADAIR COUNTY, MO",28,Adair County,MO,40.190666,-92.603592,-82
2014,"ADAIR COUNTY, MO",0,Adair County,MO,40.190666,-92.603592,-28
2015,"ADAIR COUNTY, MO",425,Adair County,MO,40.190666,-92.603592,425
2016,"ADAIR COUNTY, MO",0,Adair County,MO,40.190666,-92.603592,-425
2017,"ADAIR COUNTY, MO",0,Adair County,MO,40.190666,-92.603592,0
2018,"ADAIR COUNTY, MO",0,Adair County,MO,40.190666,-92.603592,0
2019,"ADAIR COUNTY, MO",250,Adair County,MO,40.190666,-92.603592,250
2020,"ADAIR COUNTY, MO",100,Adair County,MO,40.190666,-92.603592,-150
2021,"ADAIR COUNTY, MO",0,Adair County,MO,40.190666,-92.603592,-100
2022,"ADAIR COUNTY, MO",150,Adair County,MO,40.190666,-92.603592,150
2010,"ADAIR COUNTY, OK",0,Adair County,OK,35.898043,-94.651026,NA
2011,"ADAIR COUNTY, OK",0,Adair County,OK,35.898043,-94.651026,0
2012,"ADAIR COUNTY, OK",250,Adair County,OK,35.898043,-94.651026,250
2013,"ADAIR COUNTY, OK",0,Adair County,OK,35.898043,-94.651026,-250
2014,"ADAIR COUNTY, OK",0,Adair County,OK,35.898043,-94.651026,0
2015,"ADAIR COUNTY, OK",0,Adair County,OK,35.898043,-94.651026,0
2016,"ADAIR COUNTY, OK",500,Adair County,OK,35.898043,-94.651026,500
2017,"ADAIR COUNTY, OK",0,Adair County,OK,35.898043,-94.651026,-500
2018,"ADAIR COUNTY, OK",500,Adair County,OK,35.898043,-94.651026,500
2019,"ADAIR COUNTY, OK",0,Adair County,OK,35.898043,-94.651026,-500
2020,"ADAIR COUNTY, OK",0,Adair County,OK,35.898043,-94.651026,0
2021,"ADAIR COUNTY, OK",0,Adair County,OK,35.898043,-94.651026,0
2022,"ADAIR COUNTY, OK",0,Adair County,OK,35.898043,-94.651026,0
2010,"ADAMS COUNTY, CO",269,Adams County,CO,39.874325,-104.331872,NA
2011,"ADAMS COUNTY, CO",406,Adams County,CO,39.874325,-104.331872,137
2012,"ADAMS COUNTY, CO",2014.5,Adams County,CO,39.874325,-104.331872,1608.5
2013,"ADAMS COUNTY, CO",1937,Adams County,CO,39.874325,-104.331872,-77.5
2014,"ADAMS COUNTY, CO",2982,Adams County,CO,39.874325,-104.331872,1045
2015,"ADAMS COUNTY, CO",1039,Adams County,CO,39.874325,-104.331872,-1943
2016,"ADAMS COUNTY, CO",2210,Adams County,CO,39.874325,-104.331872,1171
2017,"ADAMS COUNTY, CO",376,Adams County,CO,39.874325,-104.331872,-1834
2018,"ADAMS COUNTY, CO",2762,Adams County,CO,39.874325,-104.331872,2386
2019,"ADAMS COUNTY, CO",2194,Adams County,CO,39.874325,-104.331872,-568
2020,"ADAMS COUNTY, CO",1355,Adams County,CO,39.874325,-104.331872,-839
2021,"ADAMS COUNTY, CO",2092.5,Adams County,CO,39.874325,-104.331872,737.5
2022,"ADAMS COUNTY, CO",2300,Adams County,CO,39.874325,-104.331872,207.5
2010,"ADAMS COUNTY, IA",750,Adams County,IA,41.021656,-94.696906,NA
2011,"ADAMS COUNTY, IA",0,Adams County,IA,41.021656,-94.696906,-750
2012,"ADAMS COUNTY, IA",0,Adams County,IA,41.021656,-94.696906,0
2013,"ADAMS COUNTY, IA",800,Adams County,IA,41.021656,-94.696906,800
2014,"ADAMS COUNTY, IA",250,Adams County,IA,41.021656,-94.696906,-550
2015,"ADAMS COUNTY, IA",250,Adams County,IA,41.021656,-94.696906,0
2016,"ADAMS COUNTY, IA",385,Adams County,IA,41.021656,-94.696906,135
2017,"ADAMS COUNTY, IA",0,Adams County,IA,41.021656,-94.696906,-385
2018,"ADAMS COUNTY, IA",250,Adams County,IA,41.021656,-94.696906,250
2019,"ADAMS COUNTY, IA",1250,Adams County,IA,41.021656,-94.696906,1000
2020,"ADAMS COUNTY, IA",500,Adams County,IA,41.021656,-94.696906,-750
2021,"ADAMS COUNTY, IA",1850,Adams County,IA,41.021656,-94.696906,1350
2022,"ADAMS COUNTY, IA",50,Adams County,IA,41.021656,-94.696906,-1800
2010,"ADAMS COUNTY, ID",0,Adams County,ID,44.877004,-116.461624,NA
2011,"ADAMS COUNTY, ID",0,Adams County,ID,44.877004,-116.461624,0
2012,"ADAMS COUNTY, ID",50,Adams County,ID,44.877004,-116.461624,50
2013,"ADAMS COUNTY, ID",0,Adams County,ID,44.877004,-116.461624,-50
2014,"ADAMS COUNTY, ID",50,Adams County,ID,44.877004,-116.461624,50
2015,"ADAMS COUNTY, ID",0,Adams County,ID,44.877004,-116.461624,-50
2016,"ADAMS COUNTY, ID",50,Adams County,ID,44.877004,-116.461624,50
2017,"ADAMS COUNTY, ID",0,Adams County,ID,44.877004,-116.461624,-50
2018,"ADAMS COUNTY, ID",75,Adams County,ID,44.877004,-116.461624,75
2019,"ADAMS COUNTY, ID",150,Adams County,ID,44.877004,-116.461624,75
2020,"ADAMS COUNTY, ID",450,Adams County,ID,44.877004,-116.461624,300
2021,"ADAMS COUNTY, ID",840,Adams County,ID,44.877004,-116.461624,390
2022,"ADAMS COUNTY, ID",400,Adams County,ID,44.877004,-116.461624,-440
2010,"ADAMS COUNTY, IL",250,Adams County,IL,39.986052,-91.194961,NA
2011,"ADAMS COUNTY, IL",450,Adams County,IL,39.986052,-91.194961,200
2012,"ADAMS COUNTY, IL",245,Adams County,IL,39.986052,-91.194961,-205
2013,"ADAMS COUNTY, IL",977,Adams County,IL,39.986052,-91.194961,732
2014,"ADAMS COUNTY, IL",268,Adams County,IL,39.986052,-91.194961,-709
2015,"ADAMS COUNTY, IL",100,Adams County,IL,39.986052,-91.194961,-168
2016,"ADAMS COUNTY, IL",50,Adams County,IL,39.986052,-91.194961,-50
2017,"ADAMS COUNTY, IL",325,Adams County,IL,39.986052,-91.194961,275
2018,"ADAMS COUNTY, IL",439,Adams County,IL,39.986052,-91.194961,114
2019,"ADAMS COUNTY, IL",667,Adams County,IL,39.986052,-91.194961,228
2020,"ADAMS COUNTY, IL",1238,Adams County,IL,39.986052,-91.194961,571
2021,"ADAMS COUNTY, IL",1300,Adams County,IL,39.986052,-91.194961,62
2022,"ADAMS COUNTY, IL",925,Adams County,IL,39.986052,-91.194961,-375
2010,"ADAMS COUNTY, IN",100,Adams County,IN,40.745733,-84.93613,NA
2011,"ADAMS COUNTY, IN",0,Adams County,IN,40.745733,-84.93613,-100
2012,"ADAMS COUNTY, IN",0,Adams County,IN,40.745733,-84.93613,0
2013,"ADAMS COUNTY, IN",50,Adams County,IN,40.745733,-84.93613,50
2014,"ADAMS COUNTY, IN",0,Adams County,IN,40.745733,-84.93613,-50
2015,"ADAMS COUNTY, IN",75,Adams County,IN,40.745733,-84.93613,75
2016,"ADAMS COUNTY, IN",51,Adams County,IN,40.745733,-84.93613,-24
2017,"ADAMS COUNTY, IN",150,Adams County,IN,40.745733,-84.93613,99
2018,"ADAMS COUNTY, IN",0,Adams County,IN,40.745733,-84.93613,-150
2019,"ADAMS COUNTY, IN",0,Adams County,IN,40.745733,-84.93613,0
2020,"ADAMS COUNTY, IN",0,Adams County,IN,40.745733,-84.93613,0
2021,"ADAMS COUNTY, IN",285,Adams County,IN,40.745733,-84.93613,285
2022,"ADAMS COUNTY, IN",0,Adams County,IN,40.745733,-84.93613,-285
2010,"ADAMS COUNTY, MS",400,Adams County,MS,31.486224,-91.351797,NA
2011,"ADAMS COUNTY, MS",0,Adams County,MS,31.486224,-91.351797,-400
2012,"ADAMS COUNTY, MS",0,Adams County,MS,31.486224,-91.351797,0
2013,"ADAMS COUNTY, MS",100,Adams County,MS,31.486224,-91.351797,100
2014,"ADAMS COUNTY, MS",0,Adams County,MS,31.486224,-91.351797,-100
2015,"ADAMS COUNTY, MS",50,Adams County,MS,31.486224,-91.351797,50
2016,"ADAMS COUNTY, MS",0,Adams County,MS,31.486224,-91.351797,-50
2017,"ADAMS COUNTY, MS",250,Adams County,MS,31.486224,-91.351797,250
2018,"ADAMS COUNTY, MS",0,Adams County,MS,31.486224,-91.351797,-250
2019,"ADAMS COUNTY, MS",0,Adams County,MS,31.486224,-91.351797,0
2020,"ADAMS COUNTY, MS",276,Adams County,MS,31.486224,-91.351797,276
2021,"ADAMS COUNTY, MS",295,Adams County,MS,31.486224,-91.351797,19
2022,"ADAMS COUNTY, MS",200,Adams County,MS,31.486224,-91.351797,-95
2010,"ADAMS COUNTY, ND",0,Adams County,ND,46.096815,-102.533198,NA
2011,"ADAMS COUNTY, ND",0,Adams County,ND,46.096815,-102.533198,0
2012,"ADAMS COUNTY, ND",0,Adams County,ND,46.096815,-102.533198,0
2013,"ADAMS COUNTY, ND",0,Adams County,ND,46.096815,-102.533198,0
2014,"ADAMS COUNTY, ND",129,Adams County,ND,46.096815,-102.533198,129
2015,"ADAMS COUNTY, ND",0,Adams County,ND,46.096815,-102.533198,-129
2016,"ADAMS COUNTY, ND",0,Adams County,ND,46.096815,-102.533198,0
2017,"ADAMS COUNTY, ND",24,Adams County,ND,46.096815,-102.533198,24
2018,"ADAMS COUNTY, ND",0,Adams County,ND,46.096815,-102.533198,-24
2019,"ADAMS COUNTY, ND",0,Adams County,ND,46.096815,-102.533198,0
2020,"ADAMS COUNTY, ND",0,Adams County,ND,46.096815,-102.533198,0
2021,"ADAMS COUNTY, ND",0,Adams County,ND,46.096815,-102.533198,0
2022,"ADAMS COUNTY, ND",0,Adams County,ND,46.096815,-102.533198,0
2010,"ADAMS COUNTY, NE",0,Adams County,NE,40.520632,-98.500044,NA
2011,"ADAMS COUNTY, NE",0,Adams County,NE,40.520632,-98.500044,0
2012,"ADAMS COUNTY, NE",0,Adams County,NE,40.520632,-98.500044,0
2013,"ADAMS COUNTY, NE",1242,Adams County,NE,40.520632,-98.500044,1242
2014,"ADAMS COUNTY, NE",36,Adams County,NE,40.520632,-98.500044,-1206
2015,"ADAMS COUNTY, NE",0,Adams County,NE,40.520632,-98.500044,-36
2016,"ADAMS COUNTY, NE",250,Adams County,NE,40.520632,-98.500044,250
2017,"ADAMS COUNTY, NE",500,Adams County,NE,40.520632,-98.500044,250
2018,"ADAMS COUNTY, NE",276,Adams County,NE,40.520632,-98.500044,-224
2019,"ADAMS COUNTY, NE",200,Adams County,NE,40.520632,-98.500044,-76
2020,"ADAMS COUNTY, NE",250,Adams County,NE,40.520632,-98.500044,50
2021,"ADAMS COUNTY, NE",60,Adams County,NE,40.520632,-98.500044,-190
2022,"ADAMS COUNTY, NE",750,Adams County,NE,40.520632,-98.500044,690
2010,"ADAMS COUNTY, OH",0,Adams County,OH,38.834468,-83.478082,NA
2011,"ADAMS COUNTY, OH",0,Adams County,OH,38.834468,-83.478082,0
2012,"ADAMS COUNTY, OH",51,Adams County,OH,38.834468,-83.478082,51
2013,"ADAMS COUNTY, OH",53,Adams County,OH,38.834468,-83.478082,2
2014,"ADAMS COUNTY, OH",0,Adams County,OH,38.834468,-83.478082,-53
2015,"ADAMS COUNTY, OH",174,Adams County,OH,38.834468,-83.478082,174
2016,"ADAMS COUNTY, OH",0,Adams County,OH,38.834468,-83.478082,-174
2017,"ADAMS COUNTY, OH",0,Adams County,OH,38.834468,-83.478082,0
2018,"ADAMS COUNTY, OH",55,Adams County,OH,38.834468,-83.478082,55
2019,"ADAMS COUNTY, OH",40,Adams County,OH,38.834468,-83.478082,-15
2020,"ADAMS COUNTY, OH",0,Adams County,OH,38.834468,-83.478082,-40
2021,"ADAMS COUNTY, OH",72,Adams County,OH,38.834468,-83.478082,72
2022,"ADAMS COUNTY, OH",0,Adams County,OH,38.834468,-83.478082,-72
2010,"ADAMS COUNTY, PA",210,Adams County,PA,39.869471,-77.21773,NA
2011,"ADAMS COUNTY, PA",349,Adams County,PA,39.869471,-77.21773,139
2012,"ADAMS COUNTY, PA",95,Adams County,PA,39.869471,-77.21773,-254
2013,"ADAMS COUNTY, PA",774,Adams County,PA,39.869471,-77.21773,679
2014,"ADAMS COUNTY, PA",474.25,Adams County,PA,39.869471,-77.21773,-299.75
2015,"ADAMS COUNTY, PA",124,Adams County,PA,39.869471,-77.21773,-350.25
2016,"ADAMS COUNTY, PA",600,Adams County,PA,39.869471,-77.21773,476
2017,"ADAMS COUNTY, PA",54,Adams County,PA,39.869471,-77.21773,-546
2018,"ADAMS COUNTY, PA",582,Adams County,PA,39.869471,-77.21773,528
2019,"ADAMS COUNTY, PA",485,Adams County,PA,39.869471,-77.21773,-97
2020,"ADAMS COUNTY, PA",3962,Adams County,PA,39.869471,-77.21773,3477
2021,"ADAMS COUNTY, PA",1868,Adams County,PA,39.869471,-77.21773,-2094
2022,"ADAMS COUNTY, PA",379.54,Adams County,PA,39.869471,-77.21773,-1488.46
2010,"ADAMS COUNTY, WA",0,Adams County,WA,47.011238,-118.512861,NA
2011,"ADAMS COUNTY, WA",0,Adams County,WA,47.011238,-118.512861,0
2012,"ADAMS COUNTY, WA",0,Adams County,WA,47.011238,-118.512861,0
2013,"ADAMS COUNTY, WA",0,Adams County,WA,47.011238,-118.512861,0
2014,"ADAMS COUNTY, WA",0,Adams County,WA,47.011238,-118.512861,0
2015,"ADAMS COUNTY, WA",50,Adams County,WA,47.011238,-118.512861,50
2016,"ADAMS COUNTY, WA",0,Adams County,WA,47.011238,-118.512861,-50
2017,"ADAMS COUNTY, WA",0,Adams County,WA,47.011238,-118.512861,0
2018,"ADAMS COUNTY, WA",140,Adams County,WA,47.011238,-118.512861,140
2019,"ADAMS COUNTY, WA",160,Adams County,WA,47.011238,-118.512861,20
2020,"ADAMS COUNTY, WA",0,Adams County,WA,47.011238,-118.512861,-160
2021,"ADAMS COUNTY, WA",600,Adams County,WA,47.011238,-118.512861,600
2022,"ADAMS COUNTY, WA",0,Adams County,WA,47.011238,-118.512861,-600
2010,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,NA
2011,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,0
2012,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,0
2013,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,0
2014,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,0
2015,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,0
2016,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,0
2017,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,0
2018,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,0
2019,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,0
2020,"ADAMS COUNTY, WI",450,Adams County,WI,43.973757,-89.767228,450
2021,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,-450
2022,"ADAMS COUNTY, WI",0,Adams County,WI,43.973757,-89.767228,0
2010,"ADDISON COUNTY, VT",0,Addison County,VT,44.031248,-73.141581,NA
2011,"ADDISON COUNTY, VT",0,Addison County,VT,44.031248,-73.141581,0
2012,"ADDISON COUNTY, VT",0,Addison County,VT,44.031248,-73.141581,0
2013,"ADDISON COUNTY, VT",0,Addison County,VT,44.031248,-73.141581,0
2014,"ADDISON COUNTY, VT",259,Addison County,VT,44.031248,-73.141581,259
2015,"ADDISON COUNTY, VT",52,Addison County,VT,44.031248,-73.141581,-207
2016,"ADDISON COUNTY, VT",3000,Addison County,VT,44.031248,-73.141581,2948
2017,"ADDISON COUNTY, VT",0,Addison County,VT,44.031248,-73.141581,-3000
2018,"ADDISON COUNTY, VT",104,Addison County,VT,44.031248,-73.141581,104
2019,"ADDISON COUNTY, VT",70,Addison County,VT,44.031248,-73.141581,-34
2020,"ADDISON COUNTY, VT",0,Addison County,VT,44.031248,-73.141581,-70
2021,"ADDISON COUNTY, VT",130,Addison County,VT,44.031248,-73.141581,130
2022,"ADDISON COUNTY, VT",0,Addison County,VT,44.031248,-73.141581,-130
2010,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,NA
2011,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2012,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2013,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2014,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2015,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2016,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2017,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2018,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2019,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2020,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2021,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2022,"ADJUNTAS MUNICIPIO, PR",0,Adjuntas Municipio,PR,18.181611,-66.758165,0
2010,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,NA
2011,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2012,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2013,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2014,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2015,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2016,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2017,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2018,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2019,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2020,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2021,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2022,"AGUADA MUNICIPIO, PR",0,Aguada Municipio,PR,18.375673,-67.185745,0
2010,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,NA
2011,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2012,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2013,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2014,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2015,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2016,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2017,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2018,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2019,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2020,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2021,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2022,"AGUADILLA MUNICIPIO, PR",0,Aguadilla Municipio,PR,18.480191,-67.143762,0
2010,"AGUAS BUENAS MUNICIPIO, PR",0,Aguas Buenas Municipio,PR,18.256524,-66.128496,NA
2011,"AGUAS BUENAS MUNICIPIO, PR",0,Aguas Buenas Municipio,PR,18.256524,-66.128496,0
2012,"AGUAS BUENAS MUNICIPIO, PR",0,Aguas Buenas Municipio,PR,18.256524,-66.128496,0
2013,"AGUAS BUENAS MUNICIPIO, PR",0,Aguas Buenas Municipio,PR,18.256524,-66.128496,0
2014,"AGUAS BUENAS MUNICIPIO, PR",0,Aguas Buenas Municipio,PR,18.256524,-66.128496,0
2015,"AGUAS BUENAS MUNICIPIO, PR",0,Aguas Buenas Municipio,PR,18.256524,-66.128496,0
2016,"AGUAS BUENAS MUNICIPIO, PR",0,Aguas Buenas Municipio,PR,18.256524,-66.128496,0
2017,"AGUAS BUENAS MUNICIPIO, PR",0,Aguas Buenas Municipio,PR,18.256524,-66.128496,0
